par1	par2	par3	par4	par5	par6	par7	par8	par9	par10	par11	par12	par13	par14	par15	par16	par17	par18	par19	par20	par21	par22	par23	par24	par25	par26	par27	par28	par29	par30	par31	par32	par33	par34	par35	par36	par37	par38	par39	par40	par41	par42	par43	par44	par45	par46	par47	par48	par49	par50	par51	par52	err53
5.29023894e-04	4.55908040e-01	5.41880032e-04	3.04309061e-01	2.56807977e-04	2.71928823e-04	4.83167125e-01	1.32008615e-04	6.18494464e-03	5.12772338e+01	4.71642997e+00	2.72450729e-04	5.17030019e-02	1.25355184e-04	2.72597591e-03	1.56197918e-02	2.19267777e-02	8.86945005e-03	1.13695549e-02	3.98555419e+02	1.91114366e+01	7.68679532e+01	4.16278546e-01	1.60594268e+00	2.11687009e+00	3.40307774e-01	1.45768898e+06	3.64917002e+02	1.79812681e+00	1.96139577e+00	6.04872076e-01	2.24060065e+00	4.81582021e+04	7.46914894e+01	7.35053159e+04	5.37396871e+04	1.94721716e-02	1.68675319e-03	3.75506671e-01	6.67174693e-03	7.61962691e+00	8.66755516e-01	2.54896020e+00	5.01720050e-02	4.82473405e+00	4.54941860e-01	2.75329575e+01	2.10082801e+01	1.89029722e+02	2.74317817e+01	4.87024876e+01	2.98462005e+00	5.66474421e-01
5.29023894e-04	4.38885176e-01	5.41880032e-04	2.98589799e-01	2.56807977e-04	2.71928823e-04	4.83167125e-01	1.25593141e-04	6.18494464e-03	5.15525087e+01	4.71642997e+00	3.34699378e-04	5.60839331e-02	1.21301897e-04	2.72597591e-03	1.40802079e-02	2.67326827e-02	8.86945005e-03	1.04668502e-02	8.96055426e+02	1.91114366e+01	7.68679532e+01	4.07691335e-01	1.49513443e+00	2.11687009e+00	4.06219027e-01	1.45768898e+06	3.64917002e+02	1.79812681e+00	2.10104940e+00	6.04872076e-01	2.87109706e+00	4.56647660e+04	5.06907391e+01	8.20685818e+04	5.37396871e+04	2.12655145e-02	1.73271078e-03	3.83812871e-01	8.77460151e-03	1.09028157e+01	9.94955174e-01	2.47191507e+00	5.01720050e-02	5.62280444e+00	4.54941860e-01	3.97889278e+01	2.10082801e+01	1.62026604e+02	2.08227504e+01	4.98635759e+01	2.94808198e+00	5.45219976e-01
5.22853144e-04	4.38885176e-01	5.41880032e-04	2.98589799e-01	2.56807977e-04	2.71928823e-04	4.83167125e-01	1.11979691e-04	5.60524380e-03	5.56340510e+01	4.71642997e+00	3.34699378e-04	5.60839331e-02	1.23508294e-04	2.42250800e-03	1.31315575e-02	1.17331676e-02	9.82835029e-03	1.01616609e-02	7.07172792e+02	1.91114366e+01	8.42056452e+01	6.60243971e-01	1.45738168e+00	2.29528879e+00	4.06219027e-01	1.52573378e+06	3.64917002e+02	1.79812681e+00	2.63298328e+00	3.01844091e-01	2.87109706e+00	4.56647660e+04	4.38155989e+01	7.42278764e+04	5.37396871e+04	2.12655145e-02	1.60183732e-03	3.61088759e-01	5.84422380e-03	1.09028157e+01	7.59241526e-01	2.39024828e+00	4.15845424e-02	2.27288330e+00	4.34158835e-01	5.34272815e+01	1.52195800e+01	1.62026604e+02	2.08227504e+01	4.70361961e+01	2.63558994e+00	6.02789736e-01
5.23125444e-04	4.38885176e-01	5.41880032e-04	2.96225321e-01	2.55227206e-04	2.68120375e-04	6.56495365e-01	1.19514717e-04	6.16651631e-03	5.56340510e+01	4.71642997e+00	3.34699378e-04	6.67239257e-02	1.23508294e-04	2.59647837e-03	9.58161406e-03	2.09936075e-02	8.96045858e-03	1.01616609e-02	7.07172792e+02	1.91114366e+01	8.64178036e+01	6.60243971e-01	1.45738168e+00	2.20198380e+00	4.06219027e-01	1.52573378e+06	3.64917002e+02	1.79812681e+00	2.03777672e+00	4.98349348e-01	3.20714335e+00	4.56647660e+04	4.38155989e+01	6.40493132e+04	5.37396871e+04	3.44165849e-02	1.60183732e-03	4.80207855e-01	5.57975656e-03	6.45962961e+00	6.19224634e-01	3.02896391e+00	6.76356442e-02	2.27288330e+00	4.34158835e-01	5.63043089e+01	1.34636380e+01	1.62026604e+02	2.08227504e+01	4.70361961e+01	2.79724622e+00	6.80435317e-01
5.20634131e-04	4.75218926e-01	5.31826867e-04	2.85889030e-01	2.55227206e-04	2.68120375e-04	4.24499489e-01	1.35335145e-04	7.06835713e-03	5.70454727e+01	4.71642997e+00	3.34699378e-04	6.67239257e-02	1.23508294e-04	2.76711258e-03	1.04882503e-02	1.88019603e-02	9.39357048e-03	1.01616609e-02	7.26226042e+02	1.11509388e+01	8.64178036e+01	6.68627366e-01	1.54641436e+00	2.08069584e+00	3.69895243e-01	1.52573378e+06	3.64917002e+02	3.39131609e+00	2.03777672e+00	4.98349348e-01	3.52836437e+00	4.56647660e+04	4.38155989e+01	6.40493132e+04	5.37396871e+04	3.32201098e-02	1.60183732e-03	4.69561825e-01	3.84352585e-03	8.37303719e+00	7.49070891e-01	2.50927988e+00	5.08370944e-02	2.27288330e+00	6.37409900e-01	5.63043089e+01	1.34636380e+01	1.72472666e+02	2.88060662e+01	4.80022965e+01	2.79724622e+00	6.30512964e-01
5.20634131e-04	4.75218926e-01	5.31826867e-04	2.85889030e-01	2.55171888e-04	2.32422172e-04	4.24499489e-01	1.38220446e-04	7.22721508e-03	5.70454727e+01	3.46856608e+00	2.47968657e-04	6.67239257e-02	1.16503871e-04	2.76711258e-03	8.74763191e-03	1.09522586e-02	9.39357048e-03	1.01616609e-02	7.26226042e+02	1.11509388e+01	9.04613441e+01	3.91529840e-01	1.54641436e+00	1.88318144e+00	1.79529050e-01	1.52573378e+06	3.64917002e+02	1.56296210e+00	2.03777672e+00	9.51221247e-01	2.56313910e+00	4.10087620e+04	6.48442471e+01	6.40493132e+04	5.37396871e+04	3.32201098e-02	1.56908655e-03	4.59299839e-01	3.84352585e-03	1.09782774e+01	7.49070891e-01	2.50927988e+00	3.55392241e-02	2.27288330e+00	4.58585750e-01	6.10313454e+01	1.34636380e+01	1.72472666e+02	2.88060662e+01	4.88094382e+01	2.98257284e+00	6.38399897e-01
4.93537949e-04	4.90287450e-01	5.31826867e-04	2.80792475e-01	2.58001414e-04	1.59607071e-04	5.28004896e-01	1.38220446e-04	6.82226592e-03	5.70454727e+01	3.46856608e+00	2.47968657e-04	6.67239257e-02	1.06861307e-04	3.00765137e-03	1.22683228e-02	1.09522586e-02	9.39357048e-03	1.01616609e-02	7.18420729e+02	1.18539910e+01	9.36077243e+01	5.76085676e-01	1.50956811e+00	1.87386358e+00	1.46148931e-01	1.26341734e+06	4.13410633e+02	1.76850328e+00	2.03777672e+00	9.51221247e-01	2.56313910e+00	4.10087620e+04	9.42359657e+01	6.40493132e+04	5.74002059e+04	2.55978199e-02	1.56908655e-03	4.59299839e-01	1.35518434e-02	6.99239233e+00	4.97846780e-01	2.50927988e+00	5.80971317e-02	2.18590327e+00	3.14966036e-01	3.40465436e+01	1.34636380e+01	1.72472666e+02	3.71566115e+01	5.21946644e+01	2.98257284e+00	6.32228080e-01
5.08728027e-04	4.91411502e-01	5.37790243e-04	2.97599407e-01	2.65461800e-04	2.58142846e-04	5.28004896e-01	1.25066165e-04	7.08208595e-03	5.66596217e+01	2.26996897e+00	2.47968657e-04	9.01998054e-02	1.06861307e-04	3.00765137e-03	1.22683228e-02	1.09522586e-02	9.71408657e-03	1.01616609e-02	5.39855414e+02	1.09501437e+01	9.36077243e+01	4.65044024e-01	1.51191555e+00	1.84249718e+00	1.46148931e-01	1.04512308e+06	4.13410633e+02	1.76850328e+00	2.03777672e+00	4.22505617e-01	2.36510744e+00	4.10087620e+04	9.42359657e+01	6.04185475e+04	5.74002059e+04	4.10692602e-02	1.56908655e-03	3.48400888e-01	1.11350216e-02	9.04158868e+00	3.48509035e-01	2.11928662e+00	6.75231204e-02	2.15506577e+00	5.64392205e-01	2.38380969e+01	1.87424552e+01	1.72472666e+02	3.71566115e+01	5.21946644e+01	2.98257284e+00	6.03162214e-01
5.08728027e-04	4.91411502e-01	4.97910492e-04	2.97599407e-01	2.65461800e-04	2.00578557e-04	5.63526811e-01	1.18723884e-04	6.64826483e-03	5.66596217e+01	2.54827325e+00	2.55233523e-04	9.01998054e-02	1.06861307e-04	2.98944247e-03	1.21208608e-02	1.33757005e-02	9.98405528e-03	1.01616609e-02	5.39855414e+02	1.09501437e+01	9.57047643e+01	5.11596418e-01	1.51191555e+00	1.66794437e+00	1.46148931e-01	1.04512308e+06	4.22442728e+02	1.32835725e+00	2.03608172e+00	4.22505617e-01	2.36510744e+00	4.10087620e+04	3.88519290e+01	6.39557719e+04	5.74002059e+04	3.20700790e-02	1.56908655e-03	2.11430697e-01	1.11350216e-02	9.04158868e+00	2.68346802e-01	2.11928662e+00	6.88293703e-02	1.93948389e+00	2.88606509e-01	2.49225516e+01	1.87424552e+01	2.25474378e+02	3.94262895e+01	5.21946644e+01	2.98257284e+00	6.38640212e-01
5.04568830e-04	4.66321228e-01	4.90362160e-04	2.97599407e-01	2.62159470e-04	2.00578557e-04	5.63526811e-01	1.00365362e-04	5.60714251e-03	5.66596217e+01	2.62368956e+00	3.48133926e-04	7.73566931e-02	8.42467646e-05	3.10535438e-03	1.21246331e-02	1.33757005e-02	9.89692544e-03	1.01616609e-02	6.25143088e+02	1.87607741e+01	9.57047643e+01	5.14216573e-01	1.51191555e+00	1.45502021e+00	1.46148931e-01	1.04512308e+06	4.22442728e+02	1.38616933e+00	2.03608172e+00	4.22505617e-01	2.36510744e+00	5.42046060e+04	7.09955241e+01	7.14291671e+04	6.75315682e+04	3.20700790e-02	1.56908655e-03	2.11430697e-01	1.11350216e-02	8.89102457e+00	3.63681031e-01	2.26263655e+00	6.88293703e-02	1.87628596e+00	2.88606509e-01	5.14231915e+01	2.21466044e+01	7.47802445e+01	3.94262895e+01	5.21946644e+01	2.98257284e+00	6.00176832e-01
