par1	par2	par3	par4	par5	par6	par7	par8	par9	par10	par11	par12	par13	par14	par15	par16	par17	par18	par19	par20	par21	par22	par23	par24	par25	par26	par27	par28	par29	par30	par31	par32	par33	par34	par35	par36	par37	par38	par39	par40	par41	par42	par43	par44	par45	par46	par47	par48	par49	par50	par51	par52	err53
8.07382209e-04	4.03985274e-01	6.23058065e-04	6.91507543e-01	1.71272735e-04	2.03851215e-04	5.10347705e-01	8.27011137e-05	4.77425960e-03	5.29125566e+01	2.88941543e+00	3.27851564e-04	7.85270307e-02	9.14390015e-05	4.37922300e-03	1.12834463e-02	5.83211427e-03	9.45291591e-03	9.75303688e-03	7.11387318e+02	1.02107804e+01	9.55889867e+01	6.08906483e-01	9.46198148e-01	2.66336275e+00	4.90044651e-01	1.16267219e+06	2.99791816e+02	1.07035223e+00	1.35150322e+00	8.22254570e-01	3.77827682e+00	3.91811252e+04	4.73135965e+01	4.36837977e+04	3.18058477e+04	2.34541223e-02	3.52752355e-03	2.47184650e-01	8.32536817e-03	8.17297297e+00	6.67760900e-01	3.80349130e+00	5.99347380e-02	5.16673873e+00	4.28201863e-01	3.90761731e+01	2.37003967e+01	6.76047770e+01	2.91885861e+01	7.64397302e+01	2.95311253e+00	4.68433192e-01
7.94701605e-04	3.92832590e-01	6.23058065e-04	6.92767147e-01	1.71272735e-04	3.62974128e-04	5.10347705e-01	7.36589961e-05	4.77425960e-03	5.29125566e+01	2.80622854e+00	4.46519302e-04	7.85270307e-02	1.06353853e-04	3.86709984e-03	9.89247554e-03	7.91632412e-03	9.50485068e-03	9.75303688e-03	5.41199877e+02	1.02107804e+01	9.55889867e+01	6.08906483e-01	9.94915208e-01	2.91914073e+00	6.13048608e-01	1.06530625e+06	2.22706242e+02	2.85863849e+00	1.66245147e+00	4.14313363e-01	3.77827682e+00	3.91811252e+04	7.92131480e+01	4.84284373e+04	3.88685203e+04	2.34541223e-02	3.55786873e-03	1.59306936e-01	6.20176452e-03	1.10292600e+01	3.77525640e-01	2.58181872e+00	7.67839960e-02	5.16673873e+00	4.28201863e-01	3.90761731e+01	2.37003967e+01	9.44200163e+01	2.91885861e+01	7.64397302e+01	2.95311253e+00	4.72360062e-01
7.88115804e-04	4.03314765e-01	6.45360914e-04	6.87790916e-01	1.71272735e-04	2.29343694e-04	5.10347705e-01	6.26001762e-05	5.26154692e-03	5.29125566e+01	2.80622854e+00	4.46519302e-04	5.98107067e-02	1.04435946e-04	3.48711054e-03	9.89247554e-03	9.19008457e-03	9.42000117e-03	9.88180908e-03	6.99142831e+02	7.99044100e+00	9.55889867e+01	5.68844700e-01	1.03139789e+00	2.91914073e+00	2.98964226e-01	8.32783821e+05	2.01472313e+02	2.05575763e+00	2.56221169e+00	4.14313363e-01	3.77827682e+00	5.55728172e+04	5.54784180e+01	3.90132248e+04	3.88685203e+04	2.82653290e-02	3.21999503e-03	1.96135474e-01	6.20176452e-03	1.10292600e+01	3.77525640e-01	2.59247280e+00	8.53013483e-02	5.16673873e+00	4.13588359e-01	3.75100973e+01	2.37003967e+01	1.06578517e+02	2.92976629e+01	7.64397302e+01	2.98790361e+00	4.86438921e-01
8.05083980e-04	3.77977331e-01	6.09648206e-04	6.87790916e-01	1.69452727e-04	1.51323996e-04	5.10347705e-01	6.26001762e-05	5.26154692e-03	5.72312533e+01	2.83760866e+00	4.38741313e-04	6.91333384e-02	1.04435946e-04	3.98014176e-03	8.79333214e-03	2.07110457e-02	9.42000117e-03	9.88180908e-03	8.81200510e+02	7.99044100e+00	9.15238113e+01	5.68844700e-01	1.03139789e+00	2.91914073e+00	2.98964226e-01	8.32783821e+05	2.10343551e+02	1.14852449e+00	2.92599773e+00	4.14313363e-01	2.74512858e+00	5.55728172e+04	9.80638349e+01	3.09907355e+04	3.48372898e+04	2.82653290e-02	3.21618503e-03	2.32768149e-01	1.00074288e-02	6.34646131e+00	8.58587329e-01	1.81934727e+00	7.12815888e-02	3.68802940e+00	4.76915927e-01	4.59371809e+01	2.37003967e+01	1.06578517e+02	2.49417831e+01	7.64397302e+01	2.91871933e+00	4.65576995e-01
7.77960599e-04	3.77977331e-01	6.52187735e-04	6.68612132e-01	1.69452727e-04	1.51323996e-04	5.10347705e-01	5.81144314e-05	5.26154692e-03	5.81817772e+01	2.83719223e+00	4.38741313e-04	6.91333384e-02	1.19289679e-04	3.26300614e-03	1.66832712e-02	2.08058152e-02	9.42000117e-03	9.88180908e-03	8.81200510e+02	1.57959591e+01	9.85663608e+01	5.68844700e-01	1.03139789e+00	3.06966494e+00	5.95680814e-01	9.43049703e+05	2.09240711e+02	1.14852449e+00	2.70210188e+00	4.14313363e-01	2.89866245e+00	3.76274243e+04	9.80638349e+01	4.70312924e+04	3.48372898e+04	2.82653290e-02	3.21618503e-03	2.32768149e-01	1.00074288e-02	6.03826210e+00	8.58587329e-01	3.17812457e+00	7.12815888e-02	3.45819977e+00	4.76915927e-01	4.02940521e+01	2.37003967e+01	5.61882799e+01	2.49417831e+01	7.21887707e+01	2.88132323e+00	4.95560657e-01
7.74145977e-04	3.77977331e-01	6.62153064e-04	6.68612132e-01	1.69452727e-04	1.51323996e-04	5.10347705e-01	5.98705776e-05	5.26154692e-03	5.53883257e+01	2.83719223e+00	3.93180973e-04	4.12810088e-02	1.19289679e-04	4.41235746e-03	1.28239902e-02	2.08058152e-02	9.42000117e-03	1.09191402e-02	7.28533507e+02	1.57959591e+01	9.85663608e+01	1.14338721e+00	1.07030643e+00	2.93713127e+00	5.95680814e-01	9.43049703e+05	2.09240711e+02	1.15640241e+00	2.90528065e+00	9.20156859e-01	2.89866245e+00	9.76702135e+04	6.39334165e+01	2.66166147e+04	3.41899599e+04	2.82653290e-02	3.21618503e-03	1.64680844e-01	7.45529584e-03	6.03826210e+00	7.49414998e-01	3.17812457e+00	7.12815888e-02	3.11302391e+00	4.76915927e-01	4.41274709e+01	2.37003967e+01	6.33405725e+01	2.75058967e+01	7.60763943e+01	2.87332762e+00	4.89362852e-01
7.74145977e-04	3.98377389e-01	6.62376718e-04	6.68612132e-01	1.69452727e-04	1.51059192e-04	8.54003537e-01	5.98705776e-05	5.64482129e-03	5.38519992e+01	2.30289202e+00	4.75062658e-04	4.12810088e-02	1.19289679e-04	4.08469573e-03	9.67623310e-03	2.08058152e-02	9.41004662e-03	1.13985421e-02	7.94635228e+02	1.57959591e+01	9.88125878e+01	1.45193918e+00	1.16258523e+00	2.93713127e+00	3.88936313e-01	9.43049703e+05	4.11944489e+02	1.15640241e+00	3.18951938e+00	9.20156859e-01	3.32801104e+00	7.84075926e+04	6.39334165e+01	2.66166147e+04	3.20107013e+04	3.21747309e-02	3.26084833e-03	1.61063833e-01	7.45529584e-03	6.03826210e+00	1.03543807e+00	2.89794658e+00	6.30354396e-02	3.11302391e+00	4.76915927e-01	4.41274709e+01	2.37003967e+01	6.33405725e+01	2.75058967e+01	6.16734300e+01	2.58195360e+00	4.40576223e-01
7.54339880e-04	3.98377389e-01	6.70708315e-04	6.68612132e-01	1.68232585e-04	1.91094447e-04	8.54003537e-01	5.38450763e-05	5.64482129e-03	5.48024661e+01	2.30289202e+00	4.75062658e-04	6.43250235e-02	1.66610561e-04	4.08469573e-03	1.29866822e-02	2.08058152e-02	9.82663122e-03	7.39183143e-03	8.00107124e+02	1.45931990e+01	9.88125878e+01	1.36444559e+00	1.16258523e+00	4.19855835e+00	3.66774278e-01	9.43049703e+05	4.11944489e+02	1.37253263e+00	4.08870769e+00	6.07588955e-01	3.32801104e+00	3.31768672e+04	6.39334165e+01	3.08649741e+04	3.15495755e+04	3.21747309e-02	3.26084833e-03	1.74647672e-01	7.45529584e-03	1.01224547e+01	9.61324719e-01	2.99423646e+00	6.36934406e-02	5.56172538e+00	4.22279551e-01	2.80522396e+01	3.24510680e+01	8.64566588e+01	2.75058967e+01	6.16734300e+01	2.58829611e+00	4.47915397e-01
7.58330770e-04	3.98377389e-01	6.70708315e-04	6.81970884e-01	1.71912771e-04	1.80063689e-04	9.78809179e-01	5.73379060e-05	5.64482129e-03	5.48024661e+01	2.30289202e+00	4.14036102e-04	7.84010503e-02	1.66610561e-04	3.74835963e-03	1.14020138e-02	2.26802576e-02	9.96354506e-03	7.39183143e-03	8.00107124e+02	1.44781825e+01	9.88125878e+01	8.29662180e-01	1.16258523e+00	3.70861226e+00	3.66774278e-01	9.43049703e+05	4.11944489e+02	1.37253263e+00	2.54178615e+00	6.07588955e-01	3.32801104e+00	3.31768672e+04	7.19481361e+01	3.32073922e+04	3.15495755e+04	2.92555326e-02	3.26084833e-03	1.74647672e-01	7.45529584e-03	1.01224547e+01	7.08247738e-01	1.82815004e+00	6.98110558e-02	5.56172538e+00	5.56703827e-01	2.80522396e+01	1.73516151e+01	7.97699320e+01	2.79072740e+01	6.69843681e+01	2.59817850e+00	4.15421019e-01
7.37318581e-04	4.25655954e-01	6.70767272e-04	6.51793524e-01	1.73114288e-04	3.10661705e-04	9.78809179e-01	6.21219161e-05	5.64482129e-03	5.13459788e+01	2.30289202e+00	7.11654259e-04	7.12926924e-02	1.40122666e-04	3.62620049e-03	1.01723207e-02	2.26802576e-02	9.00392090e-03	7.39183143e-03	8.00107124e+02	1.09669382e+01	9.88125878e+01	7.84848924e-01	1.16258523e+00	3.19746556e+00	3.50277299e-01	9.43049703e+05	4.11944489e+02	1.51556666e+00	2.54178615e+00	6.07588955e-01	2.63614448e+00	3.20475335e+04	6.92612895e+01	3.32073922e+04	3.65344042e+04	2.92555326e-02	3.03564859e-03	1.08092282e-01	7.45529584e-03	1.01224547e+01	7.08247738e-01	1.82815004e+00	6.98110558e-02	2.85570494e+00	7.59373731e-01	2.80522396e+01	1.73516151e+01	7.97699320e+01	3.03700953e+01	6.69843681e+01	2.91217675e+00	4.79173709e-01
