par1	par2	par3	par4	par5	par6	par7	par8	par9	par10	par11	par12	par13	par14	par15	par16	par17	par18	par19	par20	par21	par22	par23	par24	par25	par26	par27	par28	par29	par30	par31	par32	par33	par34	par35	par36	par37	par38	par39	par40	par41	par42	par43	par44	par45	par46	par47	par48	par49	par50	par51	par52	err53
9.60677344e-04	4.85295032e-01	3.91001229e-04	5.50914011e-01	2.60201548e-04	3.22976449e-04	7.03674948e-01	1.54828208e-04	2.61667080e-03	6.18080764e+01	1.79090938e+00	4.96805822e-04	3.33330456e-02	5.70719758e-05	4.28177578e-03	1.81189214e-02	1.31450217e-02	9.93384038e-03	7.50520214e-03	9.95200800e+02	1.90619089e+01	9.05261581e+01	5.33886502e-01	1.60759168e+00	3.69367105e+00	2.40133492e-01	5.60005243e+05	3.62149237e+02	2.10799336e+00	3.24466037e+00	6.83513496e-01	2.56043940e+00	3.21124711e+04	6.22324194e+01	4.07852463e+04	4.38625398e+04	2.58490319e-02	1.22321282e-03	4.33117193e-01	5.43073465e-03	1.35492403e+01	3.99805041e-01	1.43353201e+00	9.61560861e-02	4.95515189e+00	5.34457630e-01	2.71655116e+01	2.81493639e+01	9.98924837e+01	1.87205750e+01	4.95190339e+01	2.86123829e+00	4.68033254e-01
9.60677344e-04	4.85295032e-01	4.16771425e-04	5.61391367e-01	2.56872547e-04	3.22976449e-04	8.91790909e-01	1.70509812e-04	3.17863998e-03	6.05570127e+01	2.30844498e+00	4.96805822e-04	3.80859316e-02	5.70719758e-05	4.04649048e-03	6.20778560e-03	1.28211158e-02	9.93384038e-03	7.50520214e-03	9.35518535e+02	1.90619089e+01	8.91154679e+01	5.26865446e-01	1.60759168e+00	3.69367105e+00	2.55819572e-01	1.15119517e+06	5.24570396e+02	1.66454633e+00	3.70126636e+00	9.94460821e-01	2.53321486e+00	3.21124711e+04	5.08139505e+01	4.07852463e+04	4.68093604e+04	2.58490319e-02	1.06128060e-03	4.33117193e-01	6.17054482e-03	1.35492403e+01	3.99805041e-01	1.69845121e+00	1.01722648e-01	4.95515189e+00	6.88700698e-01	2.71655116e+01	2.81493639e+01	9.98924837e+01	1.87205750e+01	4.95190339e+01	2.69615094e+00	5.82172492e-01
1.01316389e-03	6.33677422e-01	4.21305392e-04	5.71288166e-01	2.77198023e-04	3.42313648e-04	8.91790909e-01	1.70509812e-04	3.86143092e-03	6.85104950e+01	2.30844498e+00	4.96805822e-04	3.80859316e-02	5.70719758e-05	3.87802107e-03	1.64613286e-02	1.28211158e-02	9.93384038e-03	7.50520214e-03	9.35518535e+02	1.90619089e+01	8.98483315e+01	5.26865446e-01	1.87756935e+00	3.85090156e+00	2.55819572e-01	4.59684109e+05	4.39718976e+02	1.66454633e+00	3.70126636e+00	7.60068606e-01	3.08452384e+00	3.21124711e+04	5.04938292e+01	4.07852463e+04	4.68093604e+04	2.66843973e-02	9.97648445e-04	4.33117193e-01	6.44612142e-03	1.32911347e+01	3.46376283e-01	2.07628974e+00	1.07141716e-01	9.80727102e+00	6.88700698e-01	2.28997757e+01	2.28007034e+01	9.98924837e+01	1.90019700e+01	4.95190339e+01	2.80750015e+00	5.42263919e-01
9.95875531e-04	6.33677422e-01	4.22763495e-04	5.77816157e-01	2.91779589e-04	3.42313648e-04	8.91790909e-01	1.61588243e-04	3.86143092e-03	6.85104950e+01	2.30844498e+00	4.96805822e-04	3.80859316e-02	5.26053375e-05	3.76064166e-03	1.64613286e-02	1.72211359e-02	9.82711069e-03	8.55381481e-03	5.46520185e+02	1.90619089e+01	8.99180434e+01	6.05574151e-01	1.87756935e+00	3.32615561e+00	3.04422191e-01	4.54324914e+05	4.39718976e+02	2.28233651e+00	2.62009832e+00	4.69358748e-01	4.01683400e+00	3.21124711e+04	9.24775283e+01	3.85934124e+04	4.68093604e+04	3.38275875e-02	1.07935381e-03	1.34595667e-01	6.44612142e-03	1.42478901e+01	3.49449365e-01	2.07628974e+00	1.07141716e-01	7.71691192e+00	7.51227393e-01	2.28997757e+01	2.28007034e+01	9.98924837e+01	1.90019700e+01	4.95190339e+01	2.61398007e+00	4.68509233e-01
1.00078797e-03	7.93667213e-01	4.32483528e-04	5.76802189e-01	2.95794400e-04	2.85953928e-04	8.91790909e-01	1.68057098e-04	3.86143092e-03	6.85104950e+01	2.30844498e+00	4.27396284e-04	3.80859316e-02	5.06367323e-05	3.76865861e-03	1.70152513e-02	1.72882016e-02	9.82711069e-03	6.37221429e-03	6.63194197e+02	1.22888787e+01	9.12177296e+01	6.05574151e-01	1.87756935e+00	2.91921881e+00	2.45701251e-01	5.58300301e+05	2.42996072e+02	2.28233651e+00	2.62009832e+00	4.80208480e-01	4.01683400e+00	3.21124711e+04	8.15609145e+01	3.55577393e+04	4.14274599e+04	3.38275875e-02	1.07935381e-03	1.34595667e-01	6.44612142e-03	1.42478901e+01	3.65597220e-01	2.07628974e+00	1.07141716e-01	4.57251013e+00	7.69937111e-01	2.28997757e+01	2.19150951e+01	9.05622135e+01	1.97793667e+01	5.31344986e+01	2.63060580e+00	4.65751448e-01
1.05366145e-03	7.93667213e-01	4.32483528e-04	5.93970979e-01	2.93521886e-04	2.52151707e-04	7.29936321e-01	1.44843976e-04	3.77988877e-03	6.85104950e+01	2.65349732e+00	3.98349851e-04	3.80859316e-02	4.97817532e-05	3.72514085e-03	1.39400721e-02	1.72882016e-02	9.43154445e-03	7.81649258e-03	5.93813246e+02	1.22888787e+01	9.12177296e+01	8.43734202e-01	1.81479182e+00	2.44394464e+00	2.17899940e-01	5.58300301e+05	2.34370487e+02	1.63498013e+00	2.62009832e+00	4.80208480e-01	3.89942600e+00	3.28083872e+04	8.98846461e+01	3.55577393e+04	4.14274599e+04	2.56310594e-02	1.15239681e-03	1.34595667e-01	1.01014224e-02	1.72314277e+01	2.68389564e-01	2.39517181e+00	6.83649991e-02	4.57251013e+00	7.69937111e-01	2.28997757e+01	2.19150951e+01	1.20901662e+02	1.97793667e+01	5.18072920e+01	2.72320850e+00	5.78381592e-01
1.05366145e-03	7.93667213e-01	4.32483528e-04	5.90465780e-01	2.77254179e-04	2.52151707e-04	7.29936321e-01	1.37160879e-04	4.43265528e-03	6.85104950e+01	3.68909083e+00	3.82462971e-04	3.51555167e-02	4.97817532e-05	3.63882710e-03	1.05965819e-02	1.54337504e-02	8.16058553e-03	7.81649258e-03	7.25694795e+02	1.22888787e+01	8.91461998e+01	6.50799456e-01	1.79472433e+00	2.50532042e+00	2.17899940e-01	5.58300301e+05	5.71892946e+02	1.63498013e+00	2.16895424e+00	4.80208480e-01	3.51663003e+00	6.41985547e+04	7.19185084e+01	3.58597078e+04	4.07417409e+04	2.56310594e-02	1.19052302e-03	1.59841214e-01	1.01014224e-02	1.77294350e+01	2.68389564e-01	2.95231420e+00	6.53591913e-02	4.57251013e+00	6.02625229e-01	2.28997757e+01	1.51341049e+01	1.20901662e+02	1.80744709e+01	5.04419210e+01	2.79065420e+00	5.16633559e-01
1.05366145e-03	7.93667213e-01	4.32483528e-04	6.07172672e-01	2.93342004e-04	3.98960561e-04	5.58073269e-01	1.37160879e-04	4.34069177e-03	6.84867720e+01	2.96628682e+00	6.92512661e-04	2.67837195e-02	5.01106253e-05	3.63882710e-03	7.16664987e-03	1.54337504e-02	9.04445110e-03	6.31525475e-03	7.25694795e+02	1.22888787e+01	8.91461998e+01	6.50799456e-01	1.58600136e+00	2.04084859e+00	2.17899940e-01	8.89502796e+05	5.71892946e+02	2.44148718e+00	1.85750008e+00	6.00151484e-01	3.51663003e+00	4.13540119e+04	3.81761290e+01	5.25557729e+04	4.07417409e+04	2.56310594e-02	1.23325928e-03	1.59841214e-01	9.80569028e-03	1.79003702e+01	2.68389564e-01	2.95231420e+00	5.40273005e-02	4.57251013e+00	4.18488437e-01	2.28997757e+01	1.51341049e+01	1.20901662e+02	1.70319935e+01	4.96145695e+01	2.88316739e+00	4.62701304e-01
1.05211702e-03	7.17203368e-01	4.32483528e-04	5.95480716e-01	3.03099926e-04	4.01881815e-04	6.66178700e-01	1.42236994e-04	4.08666376e-03	6.84867720e+01	2.96628682e+00	7.35695388e-04	2.77062536e-02	5.01106253e-05	3.56098403e-03	7.16664987e-03	1.85844732e-02	9.18362992e-03	7.77460930e-03	7.25694795e+02	1.96668655e+01	8.70501165e+01	7.05637393e-01	1.58600136e+00	2.04084859e+00	2.17899940e-01	8.89502796e+05	5.71892946e+02	3.00407570e+00	1.85750008e+00	6.00151484e-01	3.92545867e+00	4.13540119e+04	3.81761290e+01	5.25557729e+04	4.48345458e+04	3.04874813e-02	1.27855683e-03	1.59841214e-01	8.48287779e-03	7.95385349e+00	2.68389564e-01	2.78115459e+00	6.65311798e-02	2.92658009e+00	4.18488437e-01	2.51746196e+01	1.51341049e+01	1.20901662e+02	1.71085620e+01	5.32605795e+01	2.87990413e+00	5.51149601e-01
1.00417170e-03	5.83939124e-01	4.33870743e-04	5.95480716e-01	3.03099926e-04	2.57833113e-04	5.77989785e-01	1.42236994e-04	3.90342651e-03	6.84867720e+01	2.96628682e+00	7.35695388e-04	3.81732099e-02	6.08755740e-05	3.42523813e-03	1.72976550e-02	1.85844732e-02	7.73647247e-03	7.77460930e-03	5.95588518e+02	1.66390731e+01	8.67718950e+01	6.14004057e-01	1.49146071e+00	2.04084859e+00	2.17899940e-01	1.61978754e+06	5.71892946e+02	3.45695229e+00	2.22223967e+00	8.84956289e-01	3.92545867e+00	4.13540119e+04	3.81761290e+01	5.25557729e+04	4.48345458e+04	3.04874813e-02	1.20057174e-03	2.49990190e-01	4.81210507e-03	1.13603586e+01	4.12035978e-01	2.91896423e+00	6.65311798e-02	2.94105272e+00	4.18488437e-01	2.51746196e+01	1.51341049e+01	1.20901662e+02	1.68294411e+01	5.39834270e+01	2.87990413e+00	4.75215009e-01
